code_station,libelle_station,libelle_cours_eau,libelle_commune,code_departement,latitude,longitude,module_m3s,q25_m3s,qmna5_m3s,nb_annees
Y550541201,Riou de l'Argentière à Mandelieu-la-Napoule,Riou de l'Argentière,MANDELIEU-LA-NAPOULE,06,43.525093,6.920233,,,,
Y551601201,La Siagne à Escragnolles,La Siagne,ESCRAGNOLLES,06,43.723983,6.809293,,,,
Y551601202,La Siagne à Escragnolles,La Siagne,ESCRAGNOLLES,06,43.723983,6.809293,,,,
Y551601203,La Siagne à Escragnolles,La Siagne,ESCRAGNOLLES,06,43.71691,6.805577,,,,
Y553403001,"La Siagne à Pégomas - Parc ""Berges de Cabrol""",La Siagne,PEGOMAS,06,43.589432,6.927525,8.5046,1.55,0.813,54
Y553403002,La Siagne à Pégomas - Pont RD109,La Siagne,PEGOMAS,06,43.589233,6.927695,10.9741,1.447,,
Y553541001,La Mourachonne à Pégomas,La Mourachonne,PEGOMAS,06,43.593911,6.930315,0.4151,0.171,0.091,34
Y553571201,La Siagne à Mandelieu-la-Napoule [Basse Siagne],La Siagne,MANDELIEU-LA-NAPOULE,06,43.551057,6.943243,,,,
Y553571301,La Siagne à Pégomas [SMIAGE],La Siagne,PEGOMAS,06,43.589332,6.927839,,,,
Y553571401,La Grande Frayère à Cannes [Palais des victoires],La Grande Frayère,CANNES,06,43.551908,6.961941,,,,
Y553571501,La Mourachonne à Pégomas [SMIAGE],La Mourachonne,PEGOMAS,06,43.593868,6.930279,,,,
Y553571601,La Mourachonne à Mouans-Sartoux,La Mourachonne,MOUANS-SARTOUX,06,43.608351,6.939813,,,,
Y553571701,La Mourachonne à Grasse [Grand Vallon],La Mourachonne,GRASSE,06,43.653254,6.9475,,,,
Y553571801,La Grande Frayère à Cannes [Restos du Coeur],La Grande Frayère,CANNES,06,43.56,6.968208,,,,
Y553571901,La Grande Frayère à Cannes [Aéroport CM],La Grande Frayère,CANNES,06,43.548583,6.962073,,,,
Y553572001,[Vallon de Bigaud] à Mougins [Scène 55],,MOUGINS,06,43.584498,6.997912,,,,
Y553572101,[Vallon du Coudouron] à Mougins [Pont Romain],,MOUGINS,06,43.595544,6.965171,,,,
Y553572201,[Vallon de Picourenc] à Peymeinade,,PEYMEINADE,06,43.632991,6.889247,,,,
Y553572301,Le Vallon Saint Antoine à Auribeau-sur-Siagne [Valcluse],Vallon Saint Antoine,AURIBEAU-SUR-SIAGNE,06,43.614987,6.921287,,,,
Y553572401,[Béal] à Cannes [Béal Aval],,CANNES,06,43.560932,6.957349,,,,
Y553572501,Le Riou [Frayère d'Auribeau] à Auribeau-sur-Siagne [Pierranchon],Le Riou,AURIBEAU-SUR-SIAGNE,06,43.603043,6.914507,,,,
Y553572502,Le Riou [Frayère d'Auribeau] à Auribeau-sur-Siagne [Pierranchon] - DREAL PACA,Le Riou,AURIBEAU-SUR-SIAGNE,06,43.603043,6.914507,,,,
Y553572601,[Vallon des Ribes] à Grasse,,GRASSE,06,43.652148,6.906192,,,,
Y553572701,[Béal] à la Roquette-sur-Siagne [Cravesan],,ROQUETTE-SUR-SIAGNE,06,43.579006,6.948408,,,,
Y560521003,La Brague à Biot - Pont Vieux,La Brague,BIOT,06,43.623251,7.098651,0.3318,0.027,,3
Y560581201,La Brague à Valbonne [Pont Veirière],La Brague,VALBONNE,06,43.634676,7.049188,,,,
Y560581401,La Valmasque à Antibes [Chemin de la Valmasque],La Valmasque,ANTIBES,06,43.6176,7.103334,,,,
Y560581501,Le Vallon des Horts à Biot - Digue des Horts,Vallon des Horts,BIOT,06,43.620722,7.110109,,,,
Y561501001,Le Loup à Tourrettes-sur-Loup [Les Vallettes],Le Loup,TOURRETTES-SUR-LOUP,06,43.697711,7.006489,3.8193,0.827,0.363,49
Y561503001,Le Loup à Villeneuve-Loubet [Moulin du Loup],Le Loup,VILLENEUVE-LOUBET,06,43.648218,7.137355,4.4254,0.768,0.278,44
Y561621502,Le Loup à Villeneuve-Loubet [Ferrayonnes],Le Loup,VILLENEUVE-LOUBET,06,43.656396,7.129728,,,,
Y561621601,Le Loup à Roquefort-les-Pins [Pont RD 6],Le Loup,ROQUEFORT-LES-PINS,06,43.685974,7.072033,,,,
Y561621602,Le Loup à Roquefort-les-Pins [Pont RD 6],Le Loup,ROQUEFORT-LES-PINS,06,43.685974,7.072033,,,,
Y561621603,Le Loup à Roquefort-les-Pins [Pont RD 6],Le Loup,ROQUEFORT-LES-PINS,06,43.685974,7.072033,,,,
Y561621701,Le Loup à Gourdon [Pont du Loup],Le Loup,GOURDON,06,43.719808,6.992113,,,,
Y561621801,Le Loup à Villeneuve-Loubet [Pont des Bugadières],Le Loup,VILLENEUVE-LOUBET,06,43.657148,7.121202,,,,
Y561621901,Le Loup [Loup à Bramafan] à Courmes,Le Loup,COURMES,06,43.752617,6.992626,,,,
Y561622001,Le Loup à Courmes [Bramafan],Le Loup,COURMES,06,43.752605,6.992754,,,,
Y561622101,Le Loup à Cipières [Pont de Cipières],Le Loup,CIPIERES,06,43.789245,6.948937,,,,
Y561622201,Le Vallon de Mardaric à Villeneuve-Loubet,Vallon de Mardaric,VILLENEUVE-LOUBET,06,43.656613,7.093377,,,,
Y562511201,La Cagne à Cagnes-sur-Mer [Pont des Salles],La Cagne,CAGNES-SUR-MER,06,43.699997,7.142166,,,,
Y562511301,La Cagne à Saint-Jeannet,La Cagne,SAINT-JEANNET,06,43.756336,7.121731,,,,
Y562511401,La Cagne à Cagnes-sur-Mer - Cagnes Bellaud,La Cagne,CAGNES-SUR-MER,06,43.668887,7.150236,,,,
Y600203001,Le Var à Villeneuve-d'Entraunes [Pont d'Enaux],Le Var,VILLENEUVE-D'ENTRAUNES,06,44.122107,6.790539,2.8235,1.137,0.703,22
Y600203301,Le ruisseau de Sanguinière [Le ruisseau de Sanguinières] à Entraunes [Aval confluence vallon de Garets],Ruisseau de Sanguinière,ENTRAUNES,06,44.245105,6.757975,,,,
Y600203401,Le Var à Entraunes [Amont prise hydroélectrique Saint Roch],Le Var,ENTRAUNES,06,44.22238,6.749019,,,,
Y600203601,Le Var à Guillaumes [Pont de Sauze],Le Var,GUILLAUMES,06,44.093787,6.85216,,,,
Y610000201,Le Var à Puget-Théniers [Var Puget],Le Var,PUGET-THENIERS,06,43.954755,6.895767,,,,
Y612501201,Le Var à Malaussène [Pont Auguste Dubois],Le Var,MALAUSSENE,06,43.933281,7.119243,14.4484,6.874,4.708,7
Y622401001,La Tinée à Saint-Sauveur-sur-Tinée [Route Chapelle Sainte-Blaise],La Tinée,SAINT-SAUVEUR-SUR-TINEE,06,44.084478,7.105458,5.6228,2.013,1.39,16
Y622402001,"La Tinée à Massoins [Le Bancairon, usine]",La Tinée,MASSOINS,06,44.127249,7.096148,12.728,6.6,4.671,50
Y623402301,La Tinée à Tournefort [Vieux Pont],La Tinée,TOURNEFORT,06,43.947973,7.159497,3.8905,1.94,1.717,7
Y623402401,La Tinée à la Tour [Pont de la Lune EDF - QNR],La Tinée,TOUR,06,43.938124,7.165107,16.3045,8.73,6.248,39
Y624000101,Le Var à Malaussène [La Mescla EDF - QNR],Le Var,MALAUSSENE,06,43.908015,7.194969,37.6219,17.4,12.274,70
Y624000201,Le Var à Malaussène [La Mescla EDF],Le Var,MALAUSSENE,06,43.908015,7.194969,30.5042,21.069,,
Y633404001,La Vésubie à Utelle [Pont du Cros],La Vésubie,UTELLE,06,43.87871,7.231298,5.9421,1.805,0.864,15
Y640000201,L'Esteron à Saint-Auban [Aval village Soleilhas],L'Esteron,SAINT-AUBAN,06,43.839753,6.683809,,,,
Y640000301,L'Esteron à Saint-Auban [Aval confluence Faye] - Aval confluence Faye,L'Esteron,SAINT-AUBAN,06,43.849208,6.731247,,,,
Y640000401,L'Esteron à Gars,L'Esteron,GARS,06,43.86347,6.807343,,,,
Y641000201,L'Esteron à Aiglun,L'Esteron,AIGLUN,06,43.853643,6.913766,,,,
Y642401001,L'Esteron à Sigale [Pont du Coude],L'Esteron,SIGALE,06,43.864915,6.956427,3.9911,1.039,0.599,19
Y643401001,L'Esteron au Broc [La Clave],L'Esteron,BROC,06,43.846297,7.15674,7.2966,2.05,1.295,46
Y643583201,Le Var à Bonson [Digue Bonson],Le Var,BONSON,06,43.847005,7.194385,,,,
Y644201002,Le Var à Nice [Pont Napoléon III] - Aval,Le Var,NICE,06,43.664069,7.200027,40.178,18.171,11.014,6
Y644202001,Le Var à Carros [Pont de la Manda],,CARROS,06,43.764226,7.203792,,,,
Y651701001,Le ruisseau de Caïnéa [source] à Lucéram,Ruisseau de Caïnéa,LUCERAM,06,43.881522,7.354481,0.0309,0.006,0.001,29
Y651701301,Paillon de l'Escarène à l'Escarène [L'Escarène],Paillon de l'Escarène,ESCARENE,06,43.834222,7.357724,,,,
Y651701401,Le Paillon de Contes à Contes,Le Paillon de Contes,CONTES,06,43.809489,7.314135,,,,
Y652000501,Le Paillon à la Trinité,Le Paillon,TRINITE,06,43.734547,7.301492,,,,
Y660000201,La Roya à Tende [Pont de Scara],La Roya,TENDE,06,44.098778,7.588637,,,,
Y660000301,La Roya à Tende [Pont du Bourg Neuf],La Roya,TENDE,06,44.08353,7.594076,,,,
Y661401002,La Roya à Tende [Saint-Dalmas-de-Tende] - Amont - EDF,La Roya,TENDE,06,44.054762,7.589228,1.5738,0.4,,
Y661401004,La Roya à Tende [Saint-Dalmas-de-Tende] - PONT Ste ANNE,La Roya,TENDE,06,44.051777,7.589489,2.6917,0.298,,
Y661405101,La Roya à Fontan [Village],La Roya,FONTAN,06,44.002656,7.554355,,,,
Y661405201,Le torrent de Bieugne à Tende,Torrent de Bieugne,TENDE,06,44.050408,7.587992,,,,
Y662000301,La Roya à Breil-sur-Roya [EDF],La Roya,BREIL-SUR-ROYA,06,43.911657,7.516675,11.5611,6.25,4.675,56
Y662000401,La Roya à Saorge [Pont Mondi],La Roya,SAORGE,06,43.975406,7.540589,,,,
Y663501001,La Bévéra à Sospel [Pont D 2204],La Bévéra,SOSPEL,06,43.877699,7.451195,0.9993,0.192,0.084,19
K001002010,La Loire à Cros-de-Géorand [DREAL CVL] - Barrage de la Palisse,la Loire,CROS-DE-GEORAND,07,44.785861,4.089976,0.3595,0.0,0.0,9
K001872010,Le Gage à Cros-de-Géorand [DREAL CVL] - Barrage du Peyron,le Gage,CROS-DE-GEORAND,07,44.799858,4.096824,0.2403,0.0,0.0,7
K001872301,La Loire à Usclades-et-Rieutord - Rieutord - DREAL CVL,la Loire,USCLADES-ET-RIEUTORD,07,44.76681,4.155659,3.8133,0.5,,1
K001872303,La Loire à Usclades-et-Rieutord - EDF,la Loire,USCLADES-ET-RIEUTORD,07,44.76681,4.155659,2.3582,0.523,,4
K002000101,La Loire à Issarlès [Pont de la Borie EDF - QNR],la Loire,ISSARLES,07,44.819623,4.048584,7.8616,2.11,0.946,43
K003002010,La Loire à Issarlès - Pont de La Borie (Amont) - DREAL CVL,la Loire,ISSARLES,07,44.819734,4.048012,1.3825,0.655,0.358,14
K003002011,La Loire à Issarlès - Pont de la Borie (Aval) - DREAL CVL,la Loire,ISSARLES,07,44.81982,4.047532,3.0474,1.078,,1
K201082001,L'Allier à Laveyrune - Rogleton,l'Allier,LAVEYRUNE,07,44.613343,3.897474,1.666,0.219,0.051,38
K202000101,Le Masméjan à Saint-Étienne-de-Lugdarès [Huédour],le Masméjan,SAINT-ETIENNE-DE-LUGDARES,07,44.648469,3.927521,1.1199,0.104,,4
V350401201,La Cance à Annonay [Galléliaure],La Cance,ANNONAY,07,45.235072,4.635337,1.0905,0.185,0.07,5
V351701001,Le Ternay à Savas [Ternay],Le Ternay,SAVAS,07,45.309777,4.636551,0.3054,0.067,0.018,31
V351701301,La Deume à Saint-Marcel-lès-Annonay,La Deume,SAINT-MARCEL-LES-ANNONAY,07,45.289779,4.601079,1.2517,0.364,0.141,5
V352401001,La Cance à Sarras,La Cance,SARRAS,07,45.206032,4.786558,4.0845,0.979,0.29,37
V353000101,L'Ay à Ardoix [Pont de Rau],L'Ay,ARDOIX,07,45.191519,4.769829,0.943,0.078,0.003,11
V353000301,L'Ay à Satillieu - La Bergère,L'Ay,SATILLIEU,07,45.152222,4.620636,,,,
V353000302,L'Ay à Satillieu - La Bergère,L'Ay,SATILLIEU,07,45.152213,4.620643,0.532,0.237,,
V362000101,Le ruisseau d'Ozon à Cheminas - Le Pavé,Ruisseau d'Ozon,CHEMINAS,07,45.144879,4.746735,0.0561,0.019,,
V370000201,Le Doux [SMBVD] à Désaignes,Le Doux,DESAIGNES,07,44.98881,4.529799,0.3698,0.161,,
V370000301,L'Aygueneyre à Rochepaule [SMBVD],L'Aygueneyre,ROCHEPAULE,07,45.059202,4.494576,,,,
V370000401,Le Douzet à Labatie-d'Andaure [SMBVD],Le Douzet,LABATIE-D'ANDAURE,07,45.017506,4.488093,,,,
V371402001,Le Doux à Lamastre,Le Doux,LAMASTRE,07,44.987842,4.577808,3.3298,0.553,0.08,15
V371402401,Le ruisseau de Sialle à Désaignes [SMBVD],Ruisseau de Sialle,DESAIGNES,07,44.993116,4.518868,,,,
V371402501,La Sumène à Lamastre [SMBVD],La Sumène,LAMASTRE,07,44.983397,4.570913,,,,
V371402601,Le Condoie à Lamastre [SMBVD],Le Condoie,LAMASTRE,07,44.983356,4.580684,,,,
V371402701,Le Grozon à Lamastre [SMBVD],Le Grozon,LAMASTRE,07,44.984946,4.585554,,,,
V372401001,Le Doux à Colombier-le-Vieux,Le Doux,COLOMBIER-LE-VIEUX,07,45.058471,4.732468,4.892,0.809,0.1,42
V372401101,L'Eal à Empurany [SMBVD],L'Eal,EMPURANY,07,45.015021,4.617831,,,,
V372401201,Le ruisseau de Choisine à Colombier-le-Vieux [SMBVD],Ruisseau de Choisine,COLOMBIER-LE-VIEUX,07,45.051846,4.707064,,,,
V373000201,La Daronne à Colombier-le-Vieux [SMBVD],La Daronne,COLOMBIER-LE-VIEUX,07,45.072863,4.731294,0.1217,0.08,,
V373000301,Le ruisseau de Jointine à Étables [SMBVD],Ruisseau de Jointine,ETABLES,07,45.076394,4.733584,,,,
V373000401,La Vivance à Saint-Félicien [SMBVD],La Vivance,SAINT-FELICIEN,07,45.088804,4.633146,,,,
V374401001,Le Doux à Tournon-sur-Rhône,Le Doux,TOURNON-SUR-RHONE,07,45.066966,4.780872,7.8173,0.908,0.083,22
V374401301,Le Duzon à Saint-Barthélemy-le-Plain [SMBVD],Le Duzon,SAINT-BARTHELEMY-LE-PLAIN,07,45.03732,4.765499,0.1255,0.047,,
V374401401,Le ruisseau d'Ormèze à Colombier-le-Jeune [SMBVD],Ruisseau d'Ormèze,COLOMBIER-LE-JEUNE,07,45.024324,4.746913,,,,
V402501001,L'Embroye à Toulaud,L'Embroye,TOULAUD,07,44.884504,4.784318,0.1176,0.005,0.0,36
V402501201,L'Embroye à Charmes-sur-Rhône,L'Embroye,CHARMES-SUR-RHONE,07,44.873054,4.826242,0.2424,0.039,,2
V412401101,L'Eyrieux à Saint-Martin-de-Valamas - La Condamine,L'Eyrieux,SAINT-MARTIN-DE-VALAMAS,07,44.937812,4.393007,6.3616,0.769,,2
V414521001,La Glueyre à Gluiras [Tisonèche],La Glueyre,GLUIRAS,07,44.829601,4.518381,2.1451,0.356,0.064,72
V414521101,L'Eyrieux à Beauvène [Pont de Chervil],L'Eyrieux,BEAUVENE,07,44.882539,4.525183,8.7528,1.43,0.445,58
V415401001,L'Eyrieux aux Ollières-sur-Eyrieux,L'Eyrieux,OLLIERES-SUR-EYRIEUX,07,44.811281,4.615585,14.3117,4.548,2.567,11
V417402001,Le Rhône à la Voulte-sur-Rhône,Le Rhône,VOULTE-SUR-RHONE,07,44.795321,4.779404,,,,
V417402101,L'Eyrieux à Saint-Fortunat-sur-Eyrieux [Pontpierre],L'Eyrieux,SAINT-FORTUNAT-SUR-EYRIEUX,07,44.815739,4.706893,15.4359,2.236,0.499,12
V430000101,L'Ouvèze au Pouzin,L'Ouvèze,POUZIN,07,44.759303,4.734175,1.8963,0.2,0.067,12
V453001001,Le Rhône à Viviers - CNR,Le Rhône,VIVIERS,07,44.481313,4.700907,1468.0875,859.0,557.88,103
V453001002,Le Rhône à Viviers,Le Rhône,VIVIERS,07,44.481744,4.701587,1370.4144,767.163,541.968,9
V457001001,Le Rhône à Bourg-Saint-Andéol,Le Rhône,BOURG-SAINT-ANDEOL,07,44.368249,4.647142,230.6193,75.467,68.016,21
V500403001,L'Ardèche à Meyras,L'Ardèche,MEYRAS,07,44.670133,4.270036,3.6878,0.623,0.181,37
V501401001,L'Ardèche à Vogüé,L'Ardèche,VOGUE,07,44.542565,4.40978,25.8088,5.287,2.181,55
V501403001,L'Ardèche à Ucel,L'Ardèche,UCEL,07,44.626798,4.395445,266.4447,251.711,,
V501404001,L'Ardèche à Pont-de-Labeaume,L'Ardèche,PONT-DE-LABEAUME,07,44.666255,4.290804,17.1044,3.251,1.348,45
V501521001,La Volane à Vals-les-Bains,La Volane,VALS-LES-BAINS,07,44.659692,4.367168,5.3748,1.35,0.542,9
V503502001,La Baume à Rosières,La Baume,ROSIERES,07,44.481613,4.251389,8.1589,1.628,0.292,13
V503502201,La Baume à Saint-Alban-Auriolles [Peyroche],La Baume,SAINT-ALBAN-AURIOLLES,07,44.448884,4.328539,7.176,1.034,0.299,12
V504503001,Le Chassezac à Gravières - Les Salelles,Le Chassezac,GRAVIERES,07,44.426595,4.090753,5.879,0.572,0.36,22
V504881301,Le Chassezac à Berrias-et-Casteljau [Chaulet] - Chaulet,Le Chassezac,BERRIAS-ET-CASTELJAU,07,44.406428,4.216056,18.2216,2.216,1.815,11
V504881501,La Borne à Saint-Laurent-les-Bains [EDF - Pont de Nicoulaud],La Borne,SAINT-LAURENT-LES-BAINS,07,44.573993,3.948843,2.6159,0.407,0.132,55
V505401001,L'Ardèche à Vallon-Pont-d'Arc,L'Ardèche,VALLON-PONT-D'ARC,07,44.398637,4.384968,216.4023,129.207,,
V506401001,L'Ardèche à Saint-Martin-d'Ardèche [Sauze],L'Ardèche,SAINT-MARTIN-D'ARDECHE,07,44.314004,4.551118,63.6315,12.17,5.015,67
V542521401,La Ganière à Banne,La Ganière,BANNE,07,44.336333,4.096934,0.0568,0.004,,
B463101001,La Chiers à Carignan,La Chiers,CARIGNAN,08,49.629368,5.15886,25.9225,11.122,7.605,57
B466010101,La Chiers à Brévilly,La Chiers,BREVILLY,08,49.668722,5.084206,28.3532,11.239,8.131,17
B502001001,La Meuse à Sedan,La Meuse,SEDAN,08,49.701334,4.936061,83.5868,27.76,17.986,29
B517201001,La Bar à Cheveuges,La Bar,CHEVEUGES,08,49.660373,4.882921,5.153,1.222,0.664,55
B532201001,La Vence à la Francheville,La Vence,FRANCHEVILLE,08,49.727796,4.714066,2.2,0.79,0.499,55
B540001001,La Meuse à Charleville-Mézières,La Meuse,CHARLEVILLE-MEZIERES,08,49.759666,4.715856,,,,
B557201001,La Sormonne à Belval,La Sormonne,BELVAL,08,49.779936,4.637737,5.5585,1.609,0.828,38
B560010101,La Meuse à Aiglemont,La Meuse,AIGLEMONT,08,49.774218,4.752271,299.328,183.811,,
B611101001,La Semoy à Haulmé,La Semoy,HAULME,08,49.862933,4.786288,28.9824,6.883,2.669,46
B700001002,La Meuse à Monthermé - Limnimètre,La Meuse,MONTHERME,08,49.880314,4.730565,529.0171,525.103,,
B720000001,La Meuse à Chooz - Trou du Diable,La Meuse,CHOOZ,08,50.089049,4.78258,142.3415,43.252,25.218,21
B720000002,La Meuse à Chooz - Ile Graviat,La Meuse,CHOOZ,08,50.092335,4.806643,146.2008,46.0,23.697,72
B720000003,La Meuse à Chooz - Chooz Petit,La Meuse,CHOOZ,08,50.101867,4.809673,,,,
B732201001,La Houille à Landrichamps,La Houille,LANDRICHAMPS,08,50.084369,4.82652,3.0213,0.626,0.243,45
H108000101,L'Aisne à Condé-lès-Autry,L'Aisne,CONDE-LES-AUTRY,08,49.24327,4.839602,8.6188,2.478,,3
H124000301,Le ruisseau de Saint-Lambert à Suzanne,Ruisseau de Saint-Lambert,SUZANNE,08,4.637332,49.517149,,,,
H125000201,La Foivre à Écordal,La Foivre,ECORDAL,08,4.577688,49.528047,,,,
H125000202,La Foivre à Écordal - Hauteur du Foivre,La Foivre,ECORDAL,08,4.57766,49.528067,,,,
H127000101,Le ruisseau de Saulces à Auboncourt-Vauzelles,Ruisseau de Saulces,AUBONCOURT-VAUZELLES,08,4.496321,49.551286,,,,
H131000201,La Vaux à Hauteville,La Vaux,HAUTEVILLE,08,49.583713,4.307437,,,,
H615302002,L'Agron à Verpel,L'Agron,VERPEL,08,49.386372,4.931003,1.7562,0.406,0.178,30
H616201001,L'Aire à Chevières,L'Aire,CHEVIERES,08,49.334069,4.903247,13.4732,2.572,0.842,65
H620101001,L'Aisne à Mouron,L'Aisne,MOURON,08,49.308086,4.782842,23.8581,6.4,1.942,54
H620102001,L'Aisne à Vouziers,L'Aisne,VOUZIERS,08,49.403858,4.703742,,,,
H621101001,L'Aisne à Rilly-sur-Aisne,L'Aisne,RILLY-SUR-AISNE,08,49.491581,4.645237,,,,
H622101001,L'Aisne à Givry,L'Aisne,GIVRY,08,49.491463,4.538602,31.4458,7.05,3.0,55
H622102001,L'Aisne à Biermes,L'Aisne,BIERMES,08,49.493056,4.397409,,,,
H623302001,La Vaux à Écly,La Vaux,ECLY,08,49.538692,4.295297,4.1136,0.822,0.445,41
H623311001,La Draize à Justine-Herbigny,La Draize,JUSTINE-HERBIGNY,08,49.601117,4.324087,0.4367,0.076,0.043,26
H630101001,L'Aisne à Asfeld,L'Aisne,ASFELD,08,49.48189,4.122671,122.2525,87.069,,
H630383001,La Retourne à Mont-Saint-Remy,La Retourne,MONT-SAINT-REMY,08,49.390155,4.481204,0.1556,0.053,0.018,7
H630384001,La Retourne à Saint-Remy-le-Petit,La Retourne,SAINT-REMY-LE-PETIT,08,49.415491,4.237774,1.2268,0.616,0.323,21
O036251001,Le Salat à Soueix-Rogalle [Kercabanac],Le Salat,SOUEIX-ROGALLE,09,42.908638,1.213212,16.0698,6.78,4.25,94
O036252001,Le Salat à Soueix-Rogalle [Brousset],Le Salat,SOUEIX-ROGALLE,09,42.888195,1.212276,14.5226,6.479,4.604,33
O038401001,L'Arac à Soulan [Freychet],L'Arac,SOULAN,09,42.902449,1.237465,5.9415,2.387,1.482,60
O038403001,L'Arac à Massat,L'Arac,MASSAT,09,42.892364,1.349059,,,,
O038403101,[Source La Courate] à Ercé,,ERCE,09,42.871414,1.274572,0.0003,0.0,0.0,10
O044401001,Le Lez aux Bordes-sur-Lez,Le lez,BORDES-UCHENTEIN,09,42.90243,1.028828,7.131,3.5,2.291,49
O044401101,[Source Fontaine Blanche] aux Bordes-sur-Lez,,BORDES-UCHENTEIN,09,42.8748,1.03127,0.0239,0.017,0.014,10
O048401001,Le Lez à Engomer [Balaguères],Le lez,ENGOMER,09,42.949466,1.055137,10.8841,4.867,2.902,55
O048511001,Le Lachein à Balaguères [Baget - Las Hountas],Ruisseau de Lachein,BALAGUERES,09,42.955349,1.030874,0.457,0.12,0.061,55
O050252002,Le Salat à Saint-Lizier [Saint Girons],Le Salat,SAINT-LIZIER,09,42.991501,1.140881,35.5773,15.004,8.689,51
O052501001,Le Gouarège à Cazavet [Aliou],Ruisseau de la Gouarège,CAZAVET,09,42.990322,1.048938,0.4494,0.062,0.029,54
O062401001,Le Volp à Sainte-Croix-Volvestre,Le Volp,SAINTE-CROIX-VOLVESTRE,09,43.144783,1.141456,0.9692,0.177,0.091,57
O071402001,L'Arize à la Bastide-de-Sérou,L'Arize,BASTIDE-DE-SEROU,09,43.010132,1.427473,,,,
O071402101,Le ruisseau de Bésole à Esplas-de-Sérou [Source de Bésole],Ruisseau de Bésole,ESPLAS-DE-SEROU,09,42.965161,1.355597,0.0124,0.008,0.004,8
O074404001,L'Arize au Mas-d'Azil - HE,L'Arize,MAS-D'AZIL,09,43.082951,1.361074,4.2115,1.097,0.521,51
O074404002,L'Arize au Mas-d'Azil - Collège,L'Arize,MAS-D'AZIL,09,43.080265,1.366059,3.7359,1.009,0.621,16
O100000101,[Source Les Goutils] à l'Hospitalet-près-l'Andorre,,HOSPITALET-PRES-L'ANDORRE,09,42.600214,1.809644,0.0774,0.063,0.054,9
O102251002,L'Ariège à Ax-les-Thermes,L'Ariège,AX-LES-THERMES,09,42.722695,1.834629,,,,
O106000101,Le ruisseau de Frontonne [Source de Fountroune] à Axiat,ruisseau de fontronne,AXIAT,09,42.80685,1.779899,0.0341,0.009,0.007,10
O107000101,Le ruisseau de Quioulès à Château-Verdun [EDF - Riète 2],Ruisseau de Quioulès,CHATEAU-VERDUN,09,42.705473,1.664317,2.0147,0.614,0.336,64
O111000101,Le ruisseau de l'Artigue à Auzat [EDF - Cibelle],Ruisseau de l'Artigue,AUZAT,09,42.709315,1.418293,1.2708,0.365,0.195,64
O113000201,Le ruisseau de Saleix [Source de Las Mollos] à Auzat,Ruisseau de Saleix,AUZAT,09,42.769258,1.46931,0.0198,0.015,0.011,11
O114462001,Le Vicdessos à Vicdessos,Ruisseau de Vicdessos,VICDESSOS,09,42.768105,1.500344,2.8426,1.26,0.851,20
O122501201,Le Saurat à Arignac [Source de Fount Sainto],Le Saurat,ARIGNAC,09,42.878638,1.587289,0.008,0.006,,3
O123251001,L'Ariège à Bompas,L'Ariège,BOMPAS,09,42.863739,1.605502,,,,
O125251001,L'Ariège à Foix,L'Ariège,FOIX,09,42.966263,1.608853,38.646,18.665,12.562,120
O137251002,L'Ariège à Saverdun,L'Ariège,SAVERDUN,09,43.231948,1.577842,60.8032,29.535,12.135,6
O143291001,Le Grand Hers à Bélesta,Le Grand Hers,BELESTA,09,42.905024,1.936621,3.6258,1.153,0.684,17
O143293001,Le Grand Hers à Bélesta [Source de Fontestorbes],Le Grand Hers,BELESTA,09,42.891664,1.927154,2.031,0.92,0.568,57
O144291002,Le Grand Hers au Peyrat,Le Grand Hers,PEYRAT,09,42.954244,1.935437,4.0126,1.35,0.823,62
O148432002,Le Touyre à Montferrier - 2,Le Touyre,MONTFERRIER,09,42.88789,1.776104,1.2669,0.434,0.239,56
O148432101,[Source de Fount Bergens 1] à Montferrier,,MONTFERRIER,09,42.874024,1.766798,0.0971,0.028,0.007,9
O149431003,Le Touyre à Lavelanet,Le Touyre,LAVELANET,09,42.940862,1.850824,1.8309,0.585,0.236,56
O149433001,Le Touyre à Léran,Le Touyre,LERAN,09,42.989109,1.911854,1.9692,0.577,0.21,47
O153291001,Le Grand Hers à Roumengoux,Le Grand Hers,ROUMENGOUX,09,43.082528,1.934243,6.7669,2.987,1.739,32
O153292001,Le Grand Hers à Mirepoix,Le Grand Hers,MIREPOIX,09,43.093438,1.875693,6.488,2.681,1.504,6
O156000101,Le Douctouyre à Ilhat [Source de Prat d'Amont],Le Douctouyre,ILHAT,09,42.949473,1.769161,0.016,0.007,0.005,10
O158461001,Le Douctouyre à Dun [Engraviès],Le Douctouyre,DUN,09,43.04356,1.772643,1.6354,0.187,0.069,55
O165293003,Le Grand Hers à Mazères,Le Grand Hers,MAZERES,09,43.253505,1.68069,14.2272,5.567,2.9,26
